Class 0:

Weight	Rule
-0.03381553664803505	3_[175-200) & 4_4 | 4_4 & ~3_[75-100) | 3_[150-175) & 3_[25-50) & 4_4 | 3_[25-50) & 4_3 & 4_4 | 3_[150-175) & 3_[175-200) & ~3_[75-100) | 3_[150-175) & 4_4 & ~3_[50-75) | 3_[175-200) & 3_[25-50) & ~3_[75-100) | 3_[175-200) & 4_3 & ~3_[75-100) | 3_[25-50) & 4_4 & ~3_[50-75) | 3_[25-50) & 4_4 & ~4_2 | 4_3 & 4_4 & ~3_[50-75) | 3_[150-175) & 3_[175-200) & 3_[25-50) & 4_3 | 3_[175-200) & ~3_[50-75) & ~3_[75-100) | 3_[175-200) & ~3_[75-100) & ~4_2 | 3_[25-50) & ~3_[50-75) & ~3_[75-100) | 4_4 & ~3_[50-75) & ~4_2 | 3_[150-175) & 3_[175-200) & 3_[25-50) & ~3_[50-75) | 3_[150-175) & 3_[175-200) & 3_[25-50) & ~4_2 | 3_[150-175) & 3_[175-200) & 4_3 & ~3_[50-75) | 3_[150-175) & 3_[25-50) & 4_3 & ~3_[75-100) | 3_[150-175) & 4_3 & 4_4 & ~4_2 | 3_[175-200) & 3_[25-50) & 4_3 & ~3_[50-75) | 3_[175-200) & 3_[25-50) & 4_3 & ~4_2 | 3_[150-175) & 3_[175-200) & ~3_[50-75) & ~4_2 | 3_[150-175) & 3_[25-50) & ~3_[75-100) & ~4_2 | 3_[150-175) & 4_3 & ~3_[50-75) & ~3_[75-100) | 3_[150-175) & 4_3 & ~3_[75-100) & ~4_2 | 3_[175-200) & 3_[25-50) & ~3_[50-75) & ~4_2 | 3_[175-200) & 4_3 & ~3_[50-75) & ~4_2 | 3_[25-50) & 4_3 & ~3_[75-100) & ~4_2 | 3_[150-175) & ~3_[50-75) & ~3_[75-100) & ~4_2 | 4_3 & ~3_[50-75) & ~3_[75-100) & ~4_2 | 3_[150-175) & 3_[25-50) & 4_3 & ~3_[50-75) & ~4_2
0.12198439240455627	4_2 & 4_8 | 4_8 & ~4_5 | 3_[75-100) & 4_3 & 4_8 | 4_3 & 4_7 & 4_8 | 3_[75-100) & 4_2 & ~4_5 | 3_[75-100) & 4_8 & ~4_4 | 4_2 & 4_3 & ~4_5 | 4_2 & 4_7 & ~4_5 | 4_3 & 4_8 & ~4_4 | 4_3 & 4_8 & ~4_6 | 4_7 & 4_8 & ~4_4 | 3_[75-100) & 4_2 & 4_3 & 4_7 | 4_2 & ~4_4 & ~4_5 | 4_2 & ~4_5 & ~4_6 | 4_3 & ~4_4 & ~4_5 | 4_8 & ~4_4 & ~4_6 | 3_[75-100) & 4_2 & 4_3 & ~4_4 | 3_[75-100) & 4_2 & 4_3 & ~4_6 | 3_[75-100) & 4_2 & 4_7 & ~4_4 | 3_[75-100) & 4_3 & 4_7 & ~4_5 | 3_[75-100) & 4_7 & 4_8 & ~4_6 | 4_2 & 4_3 & 4_7 & ~4_4 | 4_2 & 4_3 & 4_7 & ~4_6 | 3_[75-100) & 4_2 & ~4_4 & ~4_6 | 3_[75-100) & 4_3 & ~4_5 & ~4_6 | 3_[75-100) & 4_7 & ~4_4 & ~4_5 | 3_[75-100) & 4_7 & ~4_5 & ~4_6 | 4_2 & 4_3 & ~4_4 & ~4_6 | 4_2 & 4_7 & ~4_4 & ~4_6 | 4_3 & 4_7 & ~4_5 & ~4_6 | 3_[75-100) & ~4_4 & ~4_5 & ~4_6 | 4_7 & ~4_4 & ~4_5 & ~4_6 | 3_[75-100) & 4_3 & 4_7 & ~4_4 & ~4_6
0.017029834911227226	4_6 & 5_5 | 5_5 & ~5_2 | 4_5 & 4_7 & 5_5 | 4_7 & 5_4 & 5_5 | 4_5 & 4_6 & ~5_2 | 4_5 & 5_5 & ~4_8 | 4_6 & 4_7 & ~5_2 | 4_6 & 5_4 & ~5_2 | 4_7 & 5_5 & ~4_8 | 4_7 & 5_5 & ~5_3 | 5_4 & 5_5 & ~4_8 | 4_5 & 4_6 & 4_7 & 5_4 | 4_6 & ~4_8 & ~5_2 | 4_6 & ~5_2 & ~5_3 | 4_7 & ~4_8 & ~5_2 | 5_5 & ~4_8 & ~5_3 | 4_5 & 4_6 & 4_7 & ~4_8 | 4_5 & 4_6 & 4_7 & ~5_3 | 4_5 & 4_6 & 5_4 & ~4_8 | 4_5 & 4_7 & 5_4 & ~5_2 | 4_5 & 5_4 & 5_5 & ~5_3 | 4_6 & 4_7 & 5_4 & ~4_8 | 4_6 & 4_7 & 5_4 & ~5_3 | 4_5 & 4_6 & ~4_8 & ~5_3 | 4_5 & 4_7 & ~5_2 & ~5_3 | 4_5 & 5_4 & ~4_8 & ~5_2 | 4_5 & 5_4 & ~5_2 & ~5_3 | 4_6 & 4_7 & ~4_8 & ~5_3 | 4_6 & 5_4 & ~4_8 & ~5_3 | 4_7 & 5_4 & ~5_2 & ~5_3 | 4_5 & ~4_8 & ~5_2 & ~5_3 | 5_4 & ~4_8 & ~5_2 & ~5_3 | 4_5 & 4_7 & 5_4 & ~4_8 & ~5_3
0.12233021855354309	5_3 & 5_9 | 5_9 & ~5_6 | 5_2 & 5_4 & 5_9 | 5_4 & 5_8 & 5_9 | 5_2 & 5_3 & ~5_6 | 5_2 & 5_9 & ~5_5 | 5_3 & 5_4 & ~5_6 | 5_3 & 5_8 & ~5_6 | 5_4 & 5_9 & ~5_5 | 5_4 & 5_9 & ~5_7 | 5_8 & 5_9 & ~5_5 | 5_2 & 5_3 & 5_4 & 5_8 | 5_3 & ~5_5 & ~5_6 | 5_3 & ~5_6 & ~5_7 | 5_4 & ~5_5 & ~5_6 | 5_9 & ~5_5 & ~5_7 | 5_2 & 5_3 & 5_4 & ~5_5 | 5_2 & 5_3 & 5_4 & ~5_7 | 5_2 & 5_3 & 5_8 & ~5_5 | 5_2 & 5_4 & 5_8 & ~5_6 | 5_2 & 5_8 & 5_9 & ~5_7 | 5_3 & 5_4 & 5_8 & ~5_5 | 5_3 & 5_4 & 5_8 & ~5_7 | 5_2 & 5_3 & ~5_5 & ~5_7 | 5_2 & 5_4 & ~5_6 & ~5_7 | 5_2 & 5_8 & ~5_5 & ~5_6 | 5_2 & 5_8 & ~5_6 & ~5_7 | 5_3 & 5_4 & ~5_5 & ~5_7 | 5_3 & 5_8 & ~5_5 & ~5_7 | 5_4 & 5_8 & ~5_6 & ~5_7 | 5_2 & ~5_5 & ~5_6 & ~5_7 | 5_8 & ~5_5 & ~5_6 & ~5_7 | 5_2 & 5_4 & 5_8 & ~5_5 & ~5_7
-0.05465223640203476	5_7 & 5_13 | 5_13 & ~5_10 | 5_6 & 5_8 & 5_13 | 5_8 & 5_12 & 5_13 | 5_6 & 5_7 & ~5_10 | 5_6 & 5_13 & ~5_9 | 5_7 & 5_8 & ~5_10 | 5_7 & 5_12 & ~5_10 | 5_8 & 5_13 & ~5_9 | 5_8 & 5_13 & ~5_11 | 5_12 & 5_13 & ~5_9 | 5_6 & 5_7 & 5_8 & 5_12 | 5_7 & ~5_9 & ~5_10 | 5_7 & ~5_10 & ~5_11 | 5_8 & ~5_9 & ~5_10 | 5_13 & ~5_9 & ~5_11 | 5_6 & 5_7 & 5_8 & ~5_9 | 5_6 & 5_7 & 5_8 & ~5_11 | 5_6 & 5_7 & 5_12 & ~5_9 | 5_6 & 5_8 & 5_12 & ~5_10 | 5_6 & 5_12 & 5_13 & ~5_11 | 5_7 & 5_8 & 5_12 & ~5_9 | 5_7 & 5_8 & 5_12 & ~5_11 | 5_6 & 5_7 & ~5_9 & ~5_11 | 5_6 & 5_8 & ~5_10 & ~5_11 | 5_6 & 5_12 & ~5_9 & ~5_10 | 5_6 & 5_12 & ~5_10 & ~5_11 | 5_7 & 5_8 & ~5_9 & ~5_11 | 5_7 & 5_12 & ~5_9 & ~5_11 | 5_8 & 5_12 & ~5_10 & ~5_11 | 5_6 & ~5_9 & ~5_10 & ~5_11 | 5_12 & ~5_9 & ~5_10 & ~5_11 | 5_6 & 5_8 & 5_12 & ~5_9 & ~5_11
0.34322869777679443	5_11 & 5_17 | 5_17 & ~5_14 | 5_10 & 5_12 & 5_17 | 5_12 & 5_16 & 5_17 | 5_10 & 5_11 & ~5_14 | 5_10 & 5_17 & ~5_13 | 5_11 & 5_12 & ~5_14 | 5_11 & 5_16 & ~5_14 | 5_12 & 5_17 & ~5_13 | 5_12 & 5_17 & ~5_15 | 5_16 & 5_17 & ~5_13 | 5_10 & 5_11 & 5_12 & 5_16 | 5_11 & ~5_13 & ~5_14 | 5_11 & ~5_14 & ~5_15 | 5_12 & ~5_13 & ~5_14 | 5_17 & ~5_13 & ~5_15 | 5_10 & 5_11 & 5_12 & ~5_13 | 5_10 & 5_11 & 5_12 & ~5_15 | 5_10 & 5_11 & 5_16 & ~5_13 | 5_10 & 5_12 & 5_16 & ~5_14 | 5_10 & 5_16 & 5_17 & ~5_15 | 5_11 & 5_12 & 5_16 & ~5_13 | 5_11 & 5_12 & 5_16 & ~5_15 | 5_10 & 5_11 & ~5_13 & ~5_15 | 5_10 & 5_12 & ~5_14 & ~5_15 | 5_10 & 5_16 & ~5_13 & ~5_14 | 5_10 & 5_16 & ~5_14 & ~5_15 | 5_11 & 5_12 & ~5_13 & ~5_15 | 5_11 & 5_16 & ~5_13 & ~5_15 | 5_12 & 5_16 & ~5_14 & ~5_15 | 5_10 & ~5_13 & ~5_14 & ~5_15 | 5_16 & ~5_13 & ~5_14 & ~5_15 | 5_10 & 5_12 & 5_16 & ~5_13 & ~5_15
-0.20758523046970367	5_15 & 5_22 | 5_22 & ~5_18 | 5_14 & 5_16 & 5_22 | 5_16 & 5_20 & 5_22 | 5_14 & 5_15 & ~5_18 | 5_14 & 5_22 & ~5_17 | 5_15 & 5_16 & ~5_18 | 5_15 & 5_20 & ~5_18 | 5_16 & 5_22 & ~5_17 | 5_16 & 5_22 & ~5_19 | 5_20 & 5_22 & ~5_17 | 5_14 & 5_15 & 5_16 & 5_20 | 5_15 & ~5_17 & ~5_18 | 5_15 & ~5_18 & ~5_19 | 5_16 & ~5_17 & ~5_18 | 5_22 & ~5_17 & ~5_19 | 5_14 & 5_15 & 5_16 & ~5_17 | 5_14 & 5_15 & 5_16 & ~5_19 | 5_14 & 5_15 & 5_20 & ~5_17 | 5_14 & 5_16 & 5_20 & ~5_18 | 5_14 & 5_20 & 5_22 & ~5_19 | 5_15 & 5_16 & 5_20 & ~5_17 | 5_15 & 5_16 & 5_20 & ~5_19 | 5_14 & 5_15 & ~5_17 & ~5_19 | 5_14 & 5_16 & ~5_18 & ~5_19 | 5_14 & 5_20 & ~5_17 & ~5_18 | 5_14 & 5_20 & ~5_18 & ~5_19 | 5_15 & 5_16 & ~5_17 & ~5_19 | 5_15 & 5_20 & ~5_17 & ~5_19 | 5_16 & 5_20 & ~5_18 & ~5_19 | 5_14 & ~5_17 & ~5_18 & ~5_19 | 5_20 & ~5_17 & ~5_18 & ~5_19 | 5_14 & 5_16 & 5_20 & ~5_17 & ~5_19
0.1414908617734909	5_19 & 5_27 | 5_27 & ~5_23 | 5_18 & 5_20 & 5_27 | 5_20 & 5_25 & 5_27 | 5_18 & 5_19 & ~5_23 | 5_18 & 5_27 & ~5_22 | 5_19 & 5_20 & ~5_23 | 5_19 & 5_25 & ~5_23 | 5_20 & 5_27 & ~5_22 | 5_20 & 5_27 & ~5_24 | 5_25 & 5_27 & ~5_22 | 5_18 & 5_19 & 5_20 & 5_25 | 5_19 & ~5_22 & ~5_23 | 5_19 & ~5_23 & ~5_24 | 5_20 & ~5_22 & ~5_23 | 5_27 & ~5_22 & ~5_24 | 5_18 & 5_19 & 5_20 & ~5_22 | 5_18 & 5_19 & 5_20 & ~5_24 | 5_18 & 5_19 & 5_25 & ~5_22 | 5_18 & 5_20 & 5_25 & ~5_23 | 5_18 & 5_25 & 5_27 & ~5_24 | 5_19 & 5_20 & 5_25 & ~5_22 | 5_19 & 5_20 & 5_25 & ~5_24 | 5_18 & 5_19 & ~5_22 & ~5_24 | 5_18 & 5_20 & ~5_23 & ~5_24 | 5_18 & 5_25 & ~5_22 & ~5_23 | 5_18 & 5_25 & ~5_23 & ~5_24 | 5_19 & 5_20 & ~5_22 & ~5_24 | 5_19 & 5_25 & ~5_22 & ~5_24 | 5_20 & 5_25 & ~5_23 & ~5_24 | 5_18 & ~5_22 & ~5_23 & ~5_24 | 5_25 & ~5_22 & ~5_23 & ~5_24 | 5_18 & 5_20 & 5_25 & ~5_22 & ~5_24
0.11295333504676819	5_24 & 6_4 | 6_4 & ~5_28 | 5_23 & 5_25 & 6_4 | 5_25 & 6_3 & 6_4 | 5_23 & 5_24 & ~5_28 | 5_23 & 6_4 & ~5_27 | 5_24 & 5_25 & ~5_28 | 5_24 & 6_3 & ~5_28 | 5_25 & 6_4 & ~5_27 | 5_25 & 6_4 & ~6_2 | 6_3 & 6_4 & ~5_27 | 5_23 & 5_24 & 5_25 & 6_3 | 5_24 & ~5_27 & ~5_28 | 5_24 & ~5_28 & ~6_2 | 5_25 & ~5_27 & ~5_28 | 6_4 & ~5_27 & ~6_2 | 5_23 & 5_24 & 5_25 & ~5_27 | 5_23 & 5_24 & 5_25 & ~6_2 | 5_23 & 5_24 & 6_3 & ~5_27 | 5_23 & 5_25 & 6_3 & ~5_28 | 5_23 & 6_3 & 6_4 & ~6_2 | 5_24 & 5_25 & 6_3 & ~5_27 | 5_24 & 5_25 & 6_3 & ~6_2 | 5_23 & 5_24 & ~5_27 & ~6_2 | 5_23 & 5_25 & ~5_28 & ~6_2 | 5_23 & 6_3 & ~5_27 & ~5_28 | 5_23 & 6_3 & ~5_28 & ~6_2 | 5_24 & 5_25 & ~5_27 & ~6_2 | 5_24 & 6_3 & ~5_27 & ~6_2 | 5_25 & 6_3 & ~5_28 & ~6_2 | 5_23 & ~5_27 & ~5_28 & ~6_2 | 6_3 & ~5_27 & ~5_28 & ~6_2 | 5_23 & 5_25 & 6_3 & ~5_27 & ~6_2
-0.08363713324069977	6_2 & 6_8 | 6_8 & ~6_5 | 5_28 & 6_3 & 6_8 | 6_3 & 6_7 & 6_8 | 5_28 & 6_2 & ~6_5 | 5_28 & 6_8 & ~6_4 | 6_2 & 6_3 & ~6_5 | 6_2 & 6_7 & ~6_5 | 6_3 & 6_8 & ~6_4 | 6_3 & 6_8 & ~6_6 | 6_7 & 6_8 & ~6_4 | 5_28 & 6_2 & 6_3 & 6_7 | 6_2 & ~6_4 & ~6_5 | 6_2 & ~6_5 & ~6_6 | 6_3 & ~6_4 & ~6_5 | 6_8 & ~6_4 & ~6_6 | 5_28 & 6_2 & 6_3 & ~6_4 | 5_28 & 6_2 & 6_3 & ~6_6 | 5_28 & 6_2 & 6_7 & ~6_4 | 5_28 & 6_3 & 6_7 & ~6_5 | 5_28 & 6_7 & 6_8 & ~6_6 | 6_2 & 6_3 & 6_7 & ~6_4 | 6_2 & 6_3 & 6_7 & ~6_6 | 5_28 & 6_2 & ~6_4 & ~6_6 | 5_28 & 6_3 & ~6_5 & ~6_6 | 5_28 & 6_7 & ~6_4 & ~6_5 | 5_28 & 6_7 & ~6_5 & ~6_6 | 6_2 & 6_3 & ~6_4 & ~6_6 | 6_2 & 6_7 & ~6_4 & ~6_6 | 6_3 & 6_7 & ~6_5 & ~6_6 | 5_28 & ~6_4 & ~6_5 & ~6_6 | 6_7 & ~6_4 & ~6_5 & ~6_6 | 5_28 & 6_3 & 6_7 & ~6_4 & ~6_6
0.015309859067201614	6_6 & 6_13 | 6_13 & ~6_9 | 6_5 & 6_7 & 6_13 | 6_7 & 6_11 & 6_13 | 6_5 & 6_6 & ~6_9 | 6_5 & 6_13 & ~6_8 | 6_6 & 6_7 & ~6_9 | 6_6 & 6_11 & ~6_9 | 6_7 & 6_13 & ~6_8 | 6_7 & 6_13 & ~6_10 | 6_11 & 6_13 & ~6_8 | 6_5 & 6_6 & 6_7 & 6_11 | 6_6 & ~6_8 & ~6_9 | 6_6 & ~6_9 & ~6_10 | 6_7 & ~6_8 & ~6_9 | 6_13 & ~6_8 & ~6_10 | 6_5 & 6_6 & 6_7 & ~6_8 | 6_5 & 6_6 & 6_7 & ~6_10 | 6_5 & 6_6 & 6_11 & ~6_8 | 6_5 & 6_7 & 6_11 & ~6_9 | 6_5 & 6_11 & 6_13 & ~6_10 | 6_6 & 6_7 & 6_11 & ~6_8 | 6_6 & 6_7 & 6_11 & ~6_10 | 6_5 & 6_6 & ~6_8 & ~6_10 | 6_5 & 6_7 & ~6_9 & ~6_10 | 6_5 & 6_11 & ~6_8 & ~6_9 | 6_5 & 6_11 & ~6_9 & ~6_10 | 6_6 & 6_7 & ~6_8 & ~6_10 | 6_6 & 6_11 & ~6_8 & ~6_10 | 6_7 & 6_11 & ~6_9 & ~6_10 | 6_5 & ~6_8 & ~6_9 & ~6_10 | 6_11 & ~6_8 & ~6_9 & ~6_10 | 6_5 & 6_7 & 6_11 & ~6_8 & ~6_10
-0.043104153126478195	6_10 & 6_22 | 6_22 & ~6_14 | 6_9 & 6_11 & 6_22 | 6_11 & 6_20 & 6_22 | 6_9 & 6_10 & ~6_14 | 6_9 & 6_22 & ~6_13 | 6_10 & 6_11 & ~6_14 | 6_10 & 6_20 & ~6_14 | 6_11 & 6_22 & ~6_13 | 6_11 & 6_22 & ~6_17 | 6_20 & 6_22 & ~6_13 | 6_9 & 6_10 & 6_11 & 6_20 | 6_10 & ~6_13 & ~6_14 | 6_10 & ~6_14 & ~6_17 | 6_11 & ~6_13 & ~6_14 | 6_22 & ~6_13 & ~6_17 | 6_9 & 6_10 & 6_11 & ~6_13 | 6_9 & 6_10 & 6_11 & ~6_17 | 6_9 & 6_10 & 6_20 & ~6_13 | 6_9 & 6_11 & 6_20 & ~6_14 | 6_9 & 6_20 & 6_22 & ~6_17 | 6_10 & 6_11 & 6_20 & ~6_13 | 6_10 & 6_11 & 6_20 & ~6_17 | 6_9 & 6_10 & ~6_13 & ~6_17 | 6_9 & 6_11 & ~6_14 & ~6_17 | 6_9 & 6_20 & ~6_13 & ~6_14 | 6_9 & 6_20 & ~6_14 & ~6_17 | 6_10 & 6_11 & ~6_13 & ~6_17 | 6_10 & 6_20 & ~6_13 & ~6_17 | 6_11 & 6_20 & ~6_14 & ~6_17 | 6_9 & ~6_13 & ~6_14 & ~6_17 | 6_20 & ~6_13 & ~6_14 & ~6_17 | 6_9 & 6_11 & 6_20 & ~6_13 & ~6_17
-0.049350276589393616	6_17 & 8_Anesthesiology-Pediatric | 8_Anesthesiology-Pediatric & ~6_25 | 6_14 & 6_20 & 8_Anesthesiology-Pediatric | 6_20 & 8_Anesthesiology & 8_Anesthesiology-Pediatric | 6_14 & 6_17 & ~6_25 | 6_14 & 8_Anesthesiology-Pediatric & ~6_22 | 6_17 & 6_20 & ~6_25 | 6_17 & 8_Anesthesiology & ~6_25 | 6_20 & 8_Anesthesiology-Pediatric & ~6_22 | 6_20 & 8_Anesthesiology-Pediatric & ~8_AllergyandImmunology | 8_Anesthesiology & 8_Anesthesiology-Pediatric & ~6_22 | 6_14 & 6_17 & 6_20 & 8_Anesthesiology | 6_17 & ~6_22 & ~6_25 | 6_17 & ~6_25 & ~8_AllergyandImmunology | 6_20 & ~6_22 & ~6_25 | 8_Anesthesiology-Pediatric & ~6_22 & ~8_AllergyandImmunology | 6_14 & 6_17 & 6_20 & ~6_22 | 6_14 & 6_17 & 6_20 & ~8_AllergyandImmunology | 6_14 & 6_17 & 8_Anesthesiology & ~6_22 | 6_14 & 6_20 & 8_Anesthesiology & ~6_25 | 6_14 & 8_Anesthesiology & 8_Anesthesiology-Pediatric & ~8_AllergyandImmunology | 6_17 & 6_20 & 8_Anesthesiology & ~6_22 | 6_17 & 6_20 & 8_Anesthesiology & ~8_AllergyandImmunology | 6_14 & 6_17 & ~6_22 & ~8_AllergyandImmunology | 6_14 & 6_20 & ~6_25 & ~8_AllergyandImmunology | 6_14 & 8_Anesthesiology & ~6_22 & ~6_25 | 6_14 & 8_Anesthesiology & ~6_25 & ~8_AllergyandImmunology | 6_17 & 6_20 & ~6_22 & ~8_AllergyandImmunology | 6_17 & 8_Anesthesiology & ~6_22 & ~8_AllergyandImmunology | 6_20 & 8_Anesthesiology & ~6_25 & ~8_AllergyandImmunology | 6_14 & ~6_22 & ~6_25 & ~8_AllergyandImmunology | 8_Anesthesiology & ~6_22 & ~6_25 & ~8_AllergyandImmunology | 6_14 & 6_20 & 8_Anesthesiology & ~6_22 & ~8_AllergyandImmunology
0.0076830447651445866	8_AllergyandImmunology & 8_Dentistry | 8_Dentistry & ~8_Cardiology | 6_25 & 8_Anesthesiology & 8_Dentistry | 8_Anesthesiology & 8_DCPTEAM & 8_Dentistry | 6_25 & 8_AllergyandImmunology & ~8_Cardiology | 6_25 & 8_Dentistry & ~8_Anesthesiology-Pediatric | 8_AllergyandImmunology & 8_Anesthesiology & ~8_Cardiology | 8_AllergyandImmunology & 8_DCPTEAM & ~8_Cardiology | 8_Anesthesiology & 8_Dentistry & ~8_Anesthesiology-Pediatric | 8_Anesthesiology & 8_Dentistry & ~8_Cardiology-Pediatric | 8_DCPTEAM & 8_Dentistry & ~8_Anesthesiology-Pediatric | 6_25 & 8_AllergyandImmunology & 8_Anesthesiology & 8_DCPTEAM | 8_AllergyandImmunology & ~8_Anesthesiology-Pediatric & ~8_Cardiology | 8_AllergyandImmunology & ~8_Cardiology & ~8_Cardiology-Pediatric | 8_Anesthesiology & ~8_Anesthesiology-Pediatric & ~8_Cardiology | 8_Dentistry & ~8_Anesthesiology-Pediatric & ~8_Cardiology-Pediatric | 6_25 & 8_AllergyandImmunology & 8_Anesthesiology & ~8_Anesthesiology-Pediatric | 6_25 & 8_AllergyandImmunology & 8_Anesthesiology & ~8_Cardiology-Pediatric | 6_25 & 8_AllergyandImmunology & 8_DCPTEAM & ~8_Anesthesiology-Pediatric | 6_25 & 8_Anesthesiology & 8_DCPTEAM & ~8_Cardiology | 6_25 & 8_DCPTEAM & 8_Dentistry & ~8_Cardiology-Pediatric | 8_AllergyandImmunology & 8_Anesthesiology & 8_DCPTEAM & ~8_Anesthesiology-Pediatric | 8_AllergyandImmunology & 8_Anesthesiology & 8_DCPTEAM & ~8_Cardiology-Pediatric | 6_25 & 8_AllergyandImmunology & ~8_Anesthesiology-Pediatric & ~8_Cardiology-Pediatric | 6_25 & 8_Anesthesiology & ~8_Cardiology & ~8_Cardiology-Pediatric | 6_25 & 8_DCPTEAM & ~8_Anesthesiology-Pediatric & ~8_Cardiology | 6_25 & 8_DCPTEAM & ~8_Cardiology & ~8_Cardiology-Pediatric | 8_AllergyandImmunology & 8_Anesthesiology & ~8_Anesthesiology-Pediatric & ~8_Cardiology-Pediatric | 8_AllergyandImmunology & 8_DCPTEAM & ~8_Anesthesiology-Pediatric & ~8_Cardiology-Pediatric | 8_Anesthesiology & 8_DCPTEAM & ~8_Cardiology & ~8_Cardiology-Pediatric | 6_25 & ~8_Anesthesiology-Pediatric & ~8_Cardiology & ~8_Cardiology-Pediatric | 8_DCPTEAM & ~8_Anesthesiology-Pediatric & ~8_Cardiology & ~8_Cardiology-Pediatric | 6_25 & 8_Anesthesiology & 8_DCPTEAM & ~8_Anesthesiology-Pediatric & ~8_Cardiology-Pediatric
0.07224619388580322	8_Cardiology-Pediatric & 8_Endocrinology-Metabolism | 8_Endocrinology-Metabolism & ~8_Dermatology | 8_Cardiology & 8_DCPTEAM & 8_Endocrinology-Metabolism | 8_DCPTEAM & 8_Endocrinology & 8_Endocrinology-Metabolism | 8_Cardiology & 8_Cardiology-Pediatric & ~8_Dermatology | 8_Cardiology & 8_Endocrinology-Metabolism & ~8_Dentistry | 8_Cardiology-Pediatric & 8_DCPTEAM & ~8_Dermatology | 8_Cardiology-Pediatric & 8_Endocrinology & ~8_Dermatology | 8_DCPTEAM & 8_Endocrinology-Metabolism & ~8_Dentistry | 8_DCPTEAM & 8_Endocrinology-Metabolism & ~8_EmergencyTrauma | 8_Endocrinology & 8_Endocrinology-Metabolism & ~8_Dentistry | 8_Cardiology & 8_Cardiology-Pediatric & 8_DCPTEAM & 8_Endocrinology | 8_Cardiology-Pediatric & ~8_Dentistry & ~8_Dermatology | 8_Cardiology-Pediatric & ~8_Dermatology & ~8_EmergencyTrauma | 8_DCPTEAM & ~8_Dentistry & ~8_Dermatology | 8_Endocrinology-Metabolism & ~8_Dentistry & ~8_EmergencyTrauma | 8_Cardiology & 8_Cardiology-Pediatric & 8_DCPTEAM & ~8_Dentistry | 8_Cardiology & 8_Cardiology-Pediatric & 8_DCPTEAM & ~8_EmergencyTrauma | 8_Cardiology & 8_Cardiology-Pediatric & 8_Endocrinology & ~8_Dentistry | 8_Cardiology & 8_DCPTEAM & 8_Endocrinology & ~8_Dermatology | 8_Cardiology & 8_Endocrinology & 8_Endocrinology-Metabolism & ~8_EmergencyTrauma | 8_Cardiology-Pediatric & 8_DCPTEAM & 8_Endocrinology & ~8_Dentistry | 8_Cardiology-Pediatric & 8_DCPTEAM & 8_Endocrinology & ~8_EmergencyTrauma | 8_Cardiology & 8_Cardiology-Pediatric & ~8_Dentistry & ~8_EmergencyTrauma | 8_Cardiology & 8_DCPTEAM & ~8_Dermatology & ~8_EmergencyTrauma | 8_Cardiology & 8_Endocrinology & ~8_Dentistry & ~8_Dermatology | 8_Cardiology & 8_Endocrinology & ~8_Dermatology & ~8_EmergencyTrauma | 8_Cardiology-Pediatric & 8_DCPTEAM & ~8_Dentistry & ~8_EmergencyTrauma | 8_Cardiology-Pediatric & 8_Endocrinology & ~8_Dentistry & ~8_EmergencyTrauma | 8_DCPTEAM & 8_Endocrinology & ~8_Dermatology & ~8_EmergencyTrauma | 8_Cardiology & ~8_Dentistry & ~8_Dermatology & ~8_EmergencyTrauma | 8_Endocrinology & ~8_Dentistry & ~8_Dermatology & ~8_EmergencyTrauma | 8_Cardiology & 8_DCPTEAM & 8_Endocrinology & ~8_Dentistry & ~8_EmergencyTrauma
